SME_ID,Industry,Emirate,Business_Age,Monthly_Revenue,Revenue_Growth,Revenue_Volatility,Transaction_Volume,Receivable_Days,Payable_Days,Cash_Buffer,Financing_Requirement,Repayment_Behaviour
SME0883,Trading,Dubai,7.5,116231,0.302,0.513,219,99,11,41,153829,Excellent
SME0884,F&B,Sharjah,5.8,78157,0.316,0.274,346,13,38,102,84084,Excellent
SME0885,E-commerce,Dubai,7.8,708794,0.223,0.144,1831,85,13,18,1258050,Excellent
SME0886,Logistics,Dubai,3.6,31719,-0.24,0.414,108,32,6,79,19312,Excellent
SME0887,F&B,Dubai,3.4,75963,-0.105,0.143,179,37,17,26,63896,Good
SME0888,Retail,Dubai,12.7,305586,0.02,0.02,555,32,19,12,354835,Good
SME0889,E-commerce,Ras Al Khaimah,3.4,36089,0.252,0.283,159,27,10,34,32340,Fair
SME0890,Manufacturing,Abu Dhabi,2.6,107306,0.075,0.186,264,35,29,40,114990,Fair
SME0891,Logistics,Dubai,7.5,90462,0.33,0.56,233,21,33,62,73016,Poor
SME0892,Hospitality,Sharjah,3.7,94750,0.369,0.114,148,85,8,18,120777,Fair
SME0893,E-commerce,Abu Dhabi,8.8,32312,0.344,0.136,64,60,42,33,43559,Poor
SME0894,Retail,Dubai,11.1,180953,0.345,0.509,586,46,14,28,269982,Poor
SME0895,Professional Services,Dubai,2.9,172989,-0.148,0.202,440,32,19,21,182972,Good
SME0896,Trading,Dubai,8.1,235294,0.186,0.295,370,29,37,74,223593,Excellent
SME0897,E-commerce,Sharjah,3.3,59871,-0.054,0.388,112,52,19,41,48886,Excellent
SME0898,E-commerce,Dubai,4.4,135036,-0.283,0.132,397,47,12,3,136428,Good
SME0899,E-commerce,Dubai,6.4,58410,0.017,0.325,140,76,28,34,54654,Fair
SME0900,Construction,Dubai,3.4,131570,0.371,0.183,312,29,52,7,150726,Excellent
SME0901,F&B,Abu Dhabi,6.0,578347,0.181,0.246,1500,27,48,32,535115,Fair
SME0902,E-commerce,Dubai,4.6,136094,0.524,0.368,556,59,18,8,232262,Fair
SME0903,Retail,Ajman,8.9,39759,0.119,0.229,108,66,14,41,36993,Good
SME0904,F&B,Dubai,9.0,108095,0.619,0.317,175,137,16,7,163231,Good
SME0905,Hospitality,Abu Dhabi,3.5,36307,0.119,0.31,90,12,49,13,39454,Excellent
SME0906,Healthcare,Abu Dhabi,6.5,47248,0.085,0.251,108,88,16,47,39707,Good
SME0907,F&B,Abu Dhabi,9.8,38274,-0.201,0.165,82,44,67,27,47119,Excellent
SME0908,Retail,Dubai,2.3,74782,0.324,0.284,104,30,37,9,86733,Good
SME0909,E-commerce,Ajman,4.6,278225,-0.03,0.235,617,53,26,71,164157,Good
SME0910,Logistics,Ras Al Khaimah,6.3,231886,-0.062,0.222,399,52,17,20,292415,Excellent
SME0911,Professional Services,Dubai,2.2,153152,0.362,0.342,405,30,28,23,204302,Good
SME0912,Trading,Dubai,3.8,60017,0.335,0.337,143,13,12,24,81956,Good
SME0913,Trading,Ras Al Khaimah,14.3,96409,0.329,0.228,214,88,9,43,132493,Good
SME0914,Hospitality,Abu Dhabi,3.3,144349,0.0,0.134,404,26,37,21,118028,Poor
SME0915,Hospitality,Dubai,3.6,67152,0.069,0.219,158,23,26,25,68525,Excellent
SME0916,Hospitality,Dubai,7.4,90416,0.067,0.416,162,27,43,58,70560,Poor
SME0917,Retail,Sharjah,2.0,158761,0.252,0.313,449,64,32,53,197381,Excellent
SME0918,Retail,Sharjah,4.7,81109,0.422,0.431,180,33,17,24,93313,Excellent
SME0919,Logistics,Abu Dhabi,2.6,171874,0.161,0.615,321,28,48,25,161836,Poor
SME0920,Construction,Fujairah,6.0,675915,0.514,0.248,1925,51,19,2,803005,Fair
SME0921,Retail,Abu Dhabi,0.5,94270,0.277,0.29,162,47,57,31,135288,Good
SME0922,Professional Services,Dubai,5.4,267554,0.028,0.198,583,28,18,48,202305,Fair
SME0923,Healthcare,Abu Dhabi,6.4,210615,0.262,0.584,490,13,10,20,295360,Good
SME0924,Construction,Dubai,3.8,50154,0.455,0.667,240,64,63,64,58300,Fair
SME0925,E-commerce,Dubai,4.0,49165,0.52,0.226,121,47,18,6,75409,Excellent
SME0926,E-commerce,Dubai,3.5,61772,0.341,0.149,125,10,19,13,64373,Fair
SME0927,E-commerce,Dubai,4.6,60667,0.086,0.124,92,95,10,61,78603,Poor
SME0928,Trading,Sharjah,12.8,141453,0.032,0.304,273,9,25,47,125377,Fair
SME0929,Construction,Dubai,9.1,294328,0.207,0.213,503,24,11,6,333892,Fair
SME0930,Manufacturing,Abu Dhabi,4.6,539023,0.448,0.34,1768,25,61,7,683451,Fair
SME0931,Logistics,Sharjah,3.8,184299,0.175,0.205,424,28,21,41,211420,Good
SME0932,Logistics,Abu Dhabi,8.6,97104,0.18,0.224,163,28,14,36,81016,Good
SME0933,F&B,Sharjah,5.7,18000,0.091,0.368,52,18,28,22,17970,Fair
SME0934,Professional Services,Ajman,2.2,104260,0.008,0.355,184,44,93,63,98987,Good
SME0935,Professional Services,Sharjah,4.2,100363,0.044,0.306,187,70,28,16,101052,Good
SME0936,E-commerce,Dubai,11.9,146569,0.11,0.548,303,44,23,3,185353,Fair
SME0937,Hospitality,Abu Dhabi,7.2,686317,0.458,0.224,1672,49,27,43,1071280,Excellent
SME0938,Retail,Abu Dhabi,3.8,313172,0.027,0.236,944,33,44,50,204384,Fair
SME0939,Trading,Dubai,1.4,297680,0.092,0.078,449,43,42,17,288011,Fair
SME0940,Retail,Dubai,6.0,48158,-0.11,0.27,92,51,32,10,48055,Excellent
SME0941,E-commerce,Dubai,5.2,81123,0.238,0.195,165,60,50,4,127997,Excellent
SME0942,Professional Services,Abu Dhabi,4.5,90583,0.381,0.109,226,26,28,27,117139,Fair
SME0943,E-commerce,Dubai,8.6,64904,0.437,0.38,143,24,24,34,79383,Excellent
SME0944,F&B,Dubai,7.3,141900,0.125,0.313,302,7,28,52,102410,Poor
SME0945,F&B,Ajman,1.5,125600,0.206,0.699,252,111,18,36,127704,Excellent
SME0946,E-commerce,Fujairah,5.2,49747,0.046,0.522,92,107,45,18,47496,Excellent
SME0947,Manufacturing,Dubai,1.8,512944,0.196,0.029,1440,39,18,31,481097,Excellent
SME0948,Trading,Fujairah,3.5,166614,0.149,0.346,608,40,5,54,126232,Fair
SME0949,Trading,Dubai,1.7,35128,0.093,0.215,76,92,8,34,34003,Good
SME0950,Logistics,Fujairah,1.7,135771,0.11,0.045,565,18,34,49,123855,Fair
SME0951,Construction,Fujairah,6.5,221689,0.179,0.137,539,23,16,11,257553,Poor
SME0952,E-commerce,Dubai,6.1,286827,0.015,0.213,738,95,43,42,242475,Good
SME0953,E-commerce,Sharjah,4.9,94175,0.027,0.54,185,33,26,36,89492,Excellent
SME0954,E-commerce,Umm Al Quwain,3.3,253599,0.456,0.2,369,20,45,21,261460,Excellent
SME0955,Hospitality,Ras Al Khaimah,1.6,134304,0.65,0.146,620,52,6,54,189987,Fair
SME0956,Trading,Umm Al Quwain,3.6,49945,-0.185,0.047,69,26,18,89,41424,Excellent
SME0957,Professional Services,Abu Dhabi,6.1,29488,-0.197,0.102,70,86,14,5,37169,Poor
SME0958,Construction,Dubai,6.0,453241,-0.131,0.212,922,43,104,22,318043,Fair
SME0959,F&B,Ajman,11.8,256291,0.057,0.322,915,27,20,26,218275,Good
SME0960,Construction,Abu Dhabi,10.7,229688,0.277,0.075,403,28,8,27,291638,Good
SME0961,Construction,Abu Dhabi,5.1,622410,0.21,0.24,1368,51,33,17,641445,Poor
SME0962,F&B,Dubai,3.5,227658,0.118,0.366,514,36,13,6,324479,Fair
SME0963,Retail,Abu Dhabi,2.7,195064,0.196,0.083,897,33,48,23,207211,Fair
SME0964,Retail,Dubai,1.4,50281,-0.072,0.329,110,62,53,26,37628,Good
SME0965,Hospitality,Sharjah,2.0,499071,0.026,0.244,905,92,14,21,632914,Good
SME0966,F&B,Dubai,6.1,146289,0.076,0.203,347,57,16,26,177891,Good
SME0967,Hospitality,Sharjah,7.6,82523,-0.269,0.154,140,25,31,32,68292,Poor
SME0968,E-commerce,Ajman,4.1,71092,-0.175,0.156,121,20,49,23,76824,Good
SME0969,Construction,Abu Dhabi,19.8,217134,-0.167,0.465,582,60,34,16,290519,Fair
SME0970,E-commerce,Abu Dhabi,2.0,30314,0.248,0.289,47,57,20,26,30075,Excellent
SME0971,E-commerce,Dubai,1.2,227404,0.134,0.546,499,31,10,33,170929,Fair
SME0972,Retail,Fujairah,19.5,48507,0.214,0.302,106,36,71,28,48434,Good
SME0973,Retail,Sharjah,1.5,149495,-0.325,0.113,324,26,34,93,99664,Fair
SME0974,Trading,Dubai,4.0,98036,-0.246,0.417,214,20,80,35,84744,Excellent
SME0975,Logistics,Dubai,2.9,113279,0.226,0.341,843,27,37,27,107279,Poor
SME0976,Healthcare,Dubai,6.4,68799,-0.35,0.514,161,6,74,15,71907,Fair
SME0977,F&B,Abu Dhabi,3.8,80857,0.349,0.26,282,77,15,15,107380,Good
SME0978,F&B,Fujairah,7.6,462062,-0.321,0.506,716,16,16,21,463372,Good
SME0979,Construction,Sharjah,8.7,566541,0.266,0.144,885,39,23,22,823770,Good
SME0980,E-commerce,Dubai,1.4,169578,-0.115,0.126,307,8,14,21,104218,Good
SME0981,Hospitality,Ras Al Khaimah,2.6,112116,0.311,0.332,266,56,7,36,120972,Excellent
SME0982,Professional Services,Dubai,8.1,201231,0.65,0.162,612,65,17,53,265824,Good
SME0983,Manufacturing,Ras Al Khaimah,9.9,484612,-0.35,0.47,1306,41,37,43,537204,Good
SME0984,F&B,Dubai,5.6,45804,0.233,0.087,67,38,11,40,46227,Good
SME0985,Retail,Abu Dhabi,6.7,102148,-0.318,0.083,278,26,12,13,113691,Fair
SME0986,Trading,Fujairah,12.2,32461,0.174,0.181,194,76,18,58,37349,Good
SME0987,Logistics,Dubai,3.9,368428,0.035,0.067,642,14,13,14,322580,Excellent
SME0988,Retail,Sharjah,5.6,631132,0.109,0.264,1002,30,18,33,765004,Fair
SME0989,Logistics,Umm Al Quwain,10.7,151818,-0.121,0.166,234,24,25,38,120472,Good
SME0990,Professional Services,Dubai,11.1,18000,0.252,0.069,31,23,11,59,20302,Fair
SME0991,Healthcare,Dubai,4.7,219669,-0.239,0.02,370,75,18,82,189256,Poor
SME0992,Professional Services,Sharjah,2.7,45532,0.353,0.158,100,36,26,21,44573,Fair
SME0993,Professional Services,Dubai,4.6,55871,-0.01,0.02,278,26,15,31,35106,Good
SME0994,E-commerce,Dubai,4.9,213705,-0.229,0.13,471,48,10,56,153447,Good
SME0995,Trading,Abu Dhabi,2.6,189632,0.431,0.328,361,46,15,87,249801,Fair
SME0996,F&B,Sharjah,2.9,61242,0.065,0.332,141,65,21,22,64665,Fair
SME0997,Healthcare,Dubai,11.1,75369,0.5,0.424,176,51,7,14,111913,Excellent
SME0998,Retail,Dubai,6.9,121414,0.349,0.217,363,38,37,9,123546,Good
SME0999,Hospitality,Ajman,4.1,80882,-0.096,0.344,245,39,21,6,88130,Fair
SME1000,E-commerce,Abu Dhabi,2.1,48870,0.061,0.078,73,13,15,16,52657,Fair
